Payments to suppliers over £500 - April 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14300,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14304,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14306,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14307,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14308,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14309,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14311,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14313,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14316,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14317,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14183,"10,000.00","Saporita (Norwich) Ltd,"
Norwich City Council,HRA Capital Expenditure,983000,Acquisition Land/Exstng Bldgs,5000,Acquisition Land/Exstng Bldgs ,24/04/2020,12729,"3,028.00",SAVILLS (UK) LTD                        
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14257,"10,000.00",Scaped Nature Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14159,"10,000.00",Seneye Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14287,"10,000.00",Short Stay Club Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14142,"10,000.00",SOS Response Centre
Norwich City Council,Commissioning,420060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,24/04/2020,13804,"7,000.00",SUE LAMBERT TRUST                       
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14164,"10,000.00",Switch Identity Governance
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14276,"10,000.00",Taylor's Barber Shop Nr1 Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14243,"10,000.00",Tenbridge Developments ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14168,"10,000.00",The Brick Pizza Co Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14226,"10,000.00",The Food Conspiracy Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14196,"10,000.00",The Norwich Fitness Academy Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14213,"10,000.00",The Printer Shop
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14132,"10,000.00",The Wharf Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14285,"10,000.00",The Wolf Pack Salon Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14271,"10,000.00",Todd Hayes Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14268,"10,000.00",Tooley Investments (Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14252,"10,000.00",Training & Assessment In Healthcare Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14263,"10,000.00",Unique Signs & Graphics Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14190,"10,000.00",Vape industries Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14242,"10,000.00",Visual Uk Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14145,"10,000.00",W F C Service Centre Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14152,"10,000.00",West Norwich Credit Union
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14310,"10,000.00",Windmill Buying Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14291,"10,000.00",Worldwide Shipping Solutions Cambs Ltd t
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14265,"10,000.00",Zipline Digital Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14937,"10,000.00", Airride Sales Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14948,"10,000.00", Anglo Australian Taxation Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14884,"10,000.00", Liquid 11 Limited
Norwich City Council,Mail Handling Team,550040,Taxi Contract,2425,Taxi Contract                 ,27/04/2020,10165,696.78,1ST GOLDSTAR TAXIS                      
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14920,"10,000.00",A & D 9Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14857,"10,000.00",A & S Cooling Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14892,"10,000.00",Additions Contractors Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14956,"10,000.00",Airport Carcare (Norwich) Ltd
Norwich City Council,HRA Repairs,730020,Landlords Lighting Gen Repairs,2128,Landlords Lighting Gen Repairs,27/04/2020,13065,"2,558.66",ALPHATRACK SYSTEMS LTD                  
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14847,"10,000.00",Anglia Immigration Law Llp
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14820,"10,000.00",Arcate Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14835,"10,000.00",Athe Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14990,"10,000.00",Belmores Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14929,"10,000.00",Benjamin Joseph Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14926,"10,000.00",Bethals Holdings Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14851,"10,000.00",Black Dagger Tattoo Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14833,"10,000.00",Blu Orb Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14918,"10,000.00",Bma Construction Group Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14849,"10,000.00",Brancaster House Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14917,"10,000.00",Brasov Taste Of Romania Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14931,"10,000.00",Buildit Etc
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14978,"10,000.00",Business First Solutions Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14852,"10,000.00",Cam Architects (Norwich) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14861,"10,000.00",Celex Trading Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14878,"10,000.00",Chadwicks Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14875,"10,000.00",Charles Johnson Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14864,"10,000.00",Cnc Management Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14899,"10,000.00",Davison And Horton Builders Ltd.
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14945,"10,000.00",DE Supplies & Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14840,"10,000.00",Diamond Controls Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14982,"10,000.00",Direct Windscreen Services Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14792,"10,000.00",Donald Utting & Son Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14819,"10,000.00",East Coast Driver Training Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14947,"10,000.00",eg Norwich Ltd
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,27/04/2020,14785,"1,520.00",ERNEST DOE & SONS LTD                   
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,27/04/2020,14786,"5,457.00",ERNEST DOE & SONS LTD                   
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,27/04/2020,14786,"11,125.00",ERNEST DOE & SONS LTD                   
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,27/04/2020,14786,"26,730.00",ERNEST DOE & SONS LTD                   
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14939,"10,000.00",Fanfare Creative Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14905,"10,000.00",Fcmh Group Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14987,"10,000.00",Flowline Plastics Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14928,"10,000.00",Fosse Capital Group Limited
Norwich City Council,Insurance,512010,Insurance - Settlements,2258,Insurance - Settlements       ,27/04/2020,14771,"20,000.00",GALLAGHER BASSETT INTERNATIONAL LTD     
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14907,"10,000.00",Gin Temple Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14996,"10,000.00",Help Every Animal Live Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,12153,"10,000.00",Hidden Treasures Norwich Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14883,"10,000.00",Hiyahiya Europe Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14882,"10,000.00","Homelea Enterprises Ltd,"
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14904,"10,000.00",House St Benedicts Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14891,"10,000.00",Howlett Garage Doors Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14946,"10,000.00",I4 Property Services Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14906,"10,000.00",Id Insight Consulting Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14870,"10,000.00",J S Engineering Services Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14862,"10,000.00",Jewel & Kong Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14832,"10,000.00",John Russen Builder Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14986,"10,000.00",jojo's Auto Repair Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14963,"10,000.00","Littlegate Publishing Ltd,"
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14924,"10,000.00",Location Science Ai Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14830,"10,000.00",Longday Foods Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14914,"10,000.00",Lucky 15 Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14794,"10,000.00",Mandells Gallery Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14871,"10,000.00",Marsden Leveridge Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14876,"10,000.00",Mediamends Lt T/A Richard Pike Associate
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14844,"10,000.00",Mint Consult Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14791,"10,000.00",Mitre Bowls Club
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14842,"10,000.00",Monarch Alarms Eastern Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14953,"10,000.00",Nalyat Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14941,"10,000.00",Norfolk Beauty Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14916,"10,000.00",Norfolk Kitchens Limited
Norwich City Council,Concessionary Bus Scheme,630060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,27/04/2020,14787,"32,000.00",NORWICH DOOR TO DOOR                    
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14801,"10,000.00",Norwich Preservation Trust
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14964,"10,000.00",Octagon House Chambers
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14910,"10,000.00",On Site Massage Company Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14985,"10,000.00",Orford Hill Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14809,"10,000.00",Persuasion Studio Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14799,"10,000.00",PFB Construction Management Services
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14836,"10,000.00",Posterity Information Technology Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14942,"10,000.00",Postra Direct
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14951,"10,000.00",Powered By Haiku
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14997,"10,000.00",Premier Framing Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14898,"10,000.00",Product Resolutions Limited
Norwich City Council,Mail Handling Team,550040,Op Lease Rentals Office Equip,2653,Op Lease Rentals Office Equip ,27/04/2020,10109,"2,304.74",QUADIENT UK LTD                         
Norwich City Council,Mail Handling Team,550040,Op Lease Rentals Office Equip,2653,Op Lease Rentals Office Equip ,27/04/2020,13061,"7,062.96",QUADIENT UK LTD                         
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14922,"10,000.00",Quercus Communications Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14984,"10,000.00",Red Dragon Media Ltd
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/04/2020,14775,"7,159.76",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14789,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14790,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14793,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14795,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14796,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14797,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14800,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14802,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14803,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14804,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14805,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14806,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14810,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14811,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14812,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14813,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14814,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14815,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14816,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14818,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14821,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14822,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14824,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14825,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14826,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14827,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14828,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14831,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14837,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14838,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14841,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14843,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14845,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14846,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14850,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14853,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14854,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14856,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14859,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14860,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14863,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14865,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14867,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14872,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14873,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14874,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14877,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14879,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14880,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14881,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14885,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14886,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14887,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14889,"10,000.00",REDACTED PERSONAL DATA
