Payments to suppliers over £500 - April 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11383,"25,000.00",High Seat Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11355,"25,000.00",Highball Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11380,"25,000.00",Jarrold & Sons Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11377,"25,000.00",Jewson Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11332,"25,000.00",Jg Foods Ltd T/A Grape Tree
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11345,"25,000.00",Jojo Maman Bebe Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11357,"25,000.00",Kast Retail Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11385,"10,000.00",Kbeverage Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11363,"25,000.00",Kinki Boutique Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11400,"10,000.00",Labyrinth Norwich Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11338,"25,000.00",Lullaby Inc Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11401,"10,000.00",Mahb Capital Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11334,"25,000.00",Motor Fuel Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11313,"25,000.00",N W & B De'Ath Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11389,"10,000.00",Norfolk & Nch Scope Assoc -Nansa
Norwich City Council,Markets,100000,Contract Cleaning,2207,Contract Cleaning             ,14/04/2020,6969,525.76,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Estates Management,721020,Schedule of Rates/Dayworks,2149,Schedule of Rates/Dayworks    ,14/04/2020,8141,740.88,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Highways Ground & Tree Maint,421030,Schedule of Rates/Dayworks,2149,Schedule of Rates/Dayworks    ,14/04/2020,8978,"3,479.18",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Cemeteries,130000,General Repairs & Mtce,2103,General Repairs & Mtce        ,14/04/2020,7570,"3,626.48",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Highways Ground & Tree Maint,421030,Schedule of Rates/Dayworks,2149,Schedule of Rates/Dayworks    ,14/04/2020,11295,"4,595.44",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11396,"10,000.00",Norwich Samaritans
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11333,"25,000.00",Orange Ice Cream & Dessert Parlour Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11351,"25,000.00",Patisserie Valerie Retail Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11329,"25,000.00",Paula Gundry Interiors Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11346,"25,000.00",Phone Gadget Limited
Norwich City Council,Home Ownership Team,710180,Agency Staff,2050,Agency Staff                  ,14/04/2020,9899,"1,221.91",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,14/04/2020,11279,"5,920.88",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,14/04/2020,11279,"5,920.88",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,14/04/2020,11283,"7,262.36",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11301,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11303,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11310,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11315,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11322,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11323,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11325,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11350,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11364,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11367,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11372,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11378,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11399,"10,000.00",Relate: Norfolk And Suffolk
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11347,"25,000.00",Robinsons Auto Services Ltd (Van Centre)
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11340,"25,000.00",Rohan Designs Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11358,"25,000.00",Romima (Management) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11305,"25,000.00",Rosemead Ltd T/A Woodside Pharmacy
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11397,"10,000.00",Roys (Wroxham) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11395,"10,000.00",Santio Limited T/A Dominos Pizza
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11398,"10,000.00",Santio Limited T/A Dominos Pizza
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11393,"10,000.00",Scrivens Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11390,"10,000.00",Sense
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,14/04/2020,7078,846.21,SOFTWARE BOX LTD                        
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11382,"25,000.00",Space Nk Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11300,"25,000.00",St Stephens Grill House Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11360,"25,000.00",Swagger & Jacks Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11330,"25,000.00",Tfs Stores Ltd T/A The Fragrance Shop
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11349,"25,000.00",Tfs Stores Ltd T/A The Fragrance Shop
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11308,"25,000.00",The Brickmakers Live Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11368,"25,000.00",The Cotswold Company (Uk) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11320,"25,000.00",The Craft Union Pub Company Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11317,"25,000.00",The Entertainer (Amersham) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11394,"10,000.00",The Nr5 Project T/A Future Projects
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11321,"25,000.00",Theatre Royal (Norwich) Trust Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11309,"25,000.00",Timpsons Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11319,"25,000.00",Turnbull And De'Ath Limited
Norwich City Council,Open Spaces,160000,Spec Works CW srvcs exN100 ,2100,Spec Works CW srvcs exN100    ,14/04/2020,11297,"3,119.00",UK POWER NETWORKS                       
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11344,"25,000.00",Vanellus Inns Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11402,"10,000.00",Wallow Wine Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11328,"25,000.00",Warren James (Jewellers) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11373,"25,000.00",Washington Green Retail Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11366,"25,000.00",Waterfront Student Union Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11392,"10,000.00",Wensum Residents Association
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,14/04/2020,11387,"10,000.00",Woodland Stores Uk Ltd
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,15/04/2020,8952,"2,694.65",A F HOWLAND ASSOCIATES                  
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,15/04/2020,8951,"6,593.50",A F HOWLAND ASSOCIATES                  
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11647,"25,000.00",Adnams Plc
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11635,"25,000.00",Adrian Moya Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11627,"25,000.00",Aloz Grooming Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11625,"25,000.00",Alt Education Services Ltd.
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11623,"25,000.00",Asker Limited T/A Ossi'S Eat In & Takeaw
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11620,"25,000.00",Bosporus Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11614,"10,000.00",Breadsource Ltd
Norwich City Council,Multi-Storey Car Parks,643040,Car Park Call Outs,2808,Car Park Call Outs            ,15/04/2020,10563,"4,128.30",BROADLAND GUARDING SERVICES LTD         
Norwich City Council,Multi-Storey Car Parks,643040,Car Park Call Outs,2808,Car Park Call Outs            ,15/04/2020,10563,"6,543.90",BROADLAND GUARDING SERVICES LTD         
Norwich City Council,Multi-Storey Car Parks,643040,Car Park Call Outs,2808,Car Park Call Outs            ,15/04/2020,10563,"6,560.40",BROADLAND GUARDING SERVICES LTD         
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11646,"25,000.00",Charm Exclusive Ltd
Norwich City Council,GF Capital Expenditure,981000,Exp on Loans/Financial Asstnce,5600,Exp on Loans/Financial Asstnce,15/04/2020,11296,502.53,CLC CONTRACTORS LTD                     
Norwich City Council,Property Stewardship,190000,Specified Works (ES/Prop Grp),2169,Specified Works (ES/Prop Grp) ,15/04/2020,11550,700,CONISBEE                                
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11643,"25,000.00",D&E Hospitality Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11628,"25,000.00",Design House Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,15/04/2020,11651,"25,000.00",East Anglia Tennis & Squash Club
